CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.0083879781886935234" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.0065069962292909622" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.0083475485444068909" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.010952839627861977" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.00775156170129776" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.0096181249246001244" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.014468626119196415" 
2, mujets, central, 1, -2.4, 2.4, 30, 670, 0, 1, "0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x))))" 
2, mujets, central, 0, -2.4, 2.4, 30, 670, 0, 1, "0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x))))" 
2, mujets, down, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.043876320123672485" 
2, mujets, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.040774840861558914" 
2, mujets, down, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.054776530712842941" 
2, mujets, down, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.071831665933132172" 
2, mujets, down, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.10232068598270416" 
2, mujets, down, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.094421043992042542" 
2, mujets, down, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.088257208466529846" 
2, mujets, down, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.021938160061836243" 
2, mujets, down, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.020387420430779457" 
2, mujets, down, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.027388265356421471" 
2, mujets, down, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.035915832966566086" 
2, mujets, down, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.051160342991352081" 
2, mujets, down, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.047210521996021271" 
2, mujets, down, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.044128604233264923" 
2, mujets, down_correlated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.036623334676101876" 
2, mujets, down_correlated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.034176928301075583" 
2, mujets, down_correlated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.047763525989474268" 
2, mujets, down_correlated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.065752207162025705" 
2, mujets, down_correlated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.098948276073408073" 
2, mujets, down_correlated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.090702853516141449" 
2, mujets, down_correlated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.079545612169387006" 
2, mujets, down_correlated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.018311667338050938" 
2, mujets, down_correlated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.017088464150537792" 
2, mujets, down_correlated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.023881762994737134" 
2, mujets, down_correlated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.032876103581012853" 
2, mujets, down_correlated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.049474138036704036" 
2, mujets, down_correlated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.045351426758070724" 
2, mujets, down_correlated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.039772806084693503" 
2, mujets, down_uncorrelated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.024163253605365753" 
2, mujets, down_uncorrelated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.022237922996282578" 
2, mujets, down_uncorrelated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.026816299185156822" 
2, mujets, down_uncorrelated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.02892119437456131" 
2, mujets, down_uncorrelated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.02605305053293705" 
2, mujets, down_uncorrelated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.026235966011881828" 
2, mujets, down_uncorrelated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.038233891129493713" 
2, mujets, down_uncorrelated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.012081626802682877" 
2, mujets, down_uncorrelated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.011118961498141289" 
2, mujets, down_uncorrelated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.013408149592578411" 
2, mujets, down_uncorrelated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.014460597187280655" 
2, mujets, down_uncorrelated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.013026525266468525" 
2, mujets, down_uncorrelated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.013117983005940914" 
2, mujets, down_uncorrelated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))-0.019116945564746857" 
2, mujets, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.043876320123672485" 
2, mujets, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.040774840861558914" 
2, mujets, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.054776530712842941" 
2, mujets, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.071831665933132172" 
2, mujets, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.10232068598270416" 
2, mujets, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.094421043992042542" 
2, mujets, up, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.088257208466529846" 
2, mujets, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.021938160061836243" 
2, mujets, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.020387420430779457" 
2, mujets, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.027388265356421471" 
2, mujets, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.035915832966566086" 
2, mujets, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.051160342991352081" 
2, mujets, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.047210521996021271" 
2, mujets, up, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.044128604233264923" 
2, mujets, up_correlated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.036623334676101876" 
2, mujets, up_correlated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.034176928301075583" 
2, mujets, up_correlated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.047763525989474268" 
2, mujets, up_correlated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.065752207162025705" 
2, mujets, up_correlated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.098948276073408073" 
2, mujets, up_correlated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.090702853516141449" 
2, mujets, up_correlated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.079545612169387006" 
2, mujets, up_correlated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.018311667338050938" 
2, mujets, up_correlated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.017088464150537792" 
2, mujets, up_correlated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.023881762994737134" 
2, mujets, up_correlated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.032876103581012853" 
2, mujets, up_correlated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.049474138036704036" 
2, mujets, up_correlated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.045351426758070724" 
2, mujets, up_correlated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.039772806084693503" 
2, mujets, up_uncorrelated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.024163253605365753" 
2, mujets, up_uncorrelated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.022237922996282578" 
2, mujets, up_uncorrelated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.026816299185156822" 
2, mujets, up_uncorrelated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.02892119437456131" 
2, mujets, up_uncorrelated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.02605305053293705" 
2, mujets, up_uncorrelated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.026235966011881828" 
2, mujets, up_uncorrelated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.038233891129493713" 
2, mujets, up_uncorrelated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.012081626802682877" 
2, mujets, up_uncorrelated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.011118961498141289" 
2, mujets, up_uncorrelated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.013408149592578411" 
2, mujets, up_uncorrelated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.014460597187280655" 
2, mujets, up_uncorrelated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.013026525266468525" 
2, mujets, up_uncorrelated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.013117983005940914" 
2, mujets, up_uncorrelated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.850182*((1.+(-(0.000611408*x)))/(1.+(-(0.000654205*x)))))+0.019116945564746857" 
0, comb, central, 1, -2.4, 2.4, 30, 670, 0, 1, "0.931535+(1.40704e-05*x)" 
0, comb, central, 0, -2.4, 2.4, 30, 670, 0, 1, "0.931535+(1.40704e-05*x)" 
0, comb, down, 1, -2.4, 2.4, 30, 50, 0, 1, "0.931535+((1.40704e-05*x)-0.01710829883813858)" 
0, comb, down, 1, -2.4, 2.4, 50, 70, 0, 1, "0.931535+((1.40704e-05*x)-0.020177565515041351)" 
0, comb, down, 1, -2.4, 2.4, 70, 100, 0, 1, "0.931535+((1.40704e-05*x)-0.019350524991750717)" 
0, comb, down, 1, -2.4, 2.4, 100, 140, 0, 1, "0.931535+((1.40704e-05*x)-0.027258865535259247)" 
0, comb, down, 1, -2.4, 2.4, 140, 200, 0, 1, "0.931535+((1.40704e-05*x)-0.027310512959957123)" 
0, comb, down, 1, -2.4, 2.4, 200, 300, 0, 1, "0.931535+((1.40704e-05*x)-0.039027795195579529)" 
0, comb, down, 1, -2.4, 2.4, 300, 670, 0, 1, "0.931535+((1.40704e-05*x)-0.089093379676342122)" 
0, comb, down, 0, -2.4, 2.4, 30, 50, 0, 1, "0.931535+((1.40704e-05*x)-0.0085541494190692902)" 
0, comb, down, 0, -2.4, 2.4, 50, 70, 0, 1, "0.931535+((1.40704e-05*x)-0.010088782757520676)" 
0, comb, down, 0, -2.4, 2.4, 70, 100, 0, 1, "0.931535+((1.40704e-05*x)-0.0096752624958753586)" 
0, comb, down, 0, -2.4, 2.4, 100, 140, 0, 1, "0.931535+((1.40704e-05*x)-0.013629432767629623)" 
0, comb, down, 0, -2.4, 2.4, 140, 200, 0, 1, "0.931535+((1.40704e-05*x)-0.013655256479978561)" 
0, comb, down, 0, -2.4, 2.4, 200, 300, 0, 1, "0.931535+((1.40704e-05*x)-0.019513897597789764)" 
0, comb, down, 0, -2.4, 2.4, 300, 670, 0, 1, "0.931535+((1.40704e-05*x)-0.044546689838171005)" 
0, comb, down_correlated, 1, -2.4, 2.4, 30, 50, 0, 1, "0.931535+((1.40704e-05*x)-0.01361542820326489)" 
0, comb, down_correlated, 1, -2.4, 2.4, 50, 70, 0, 1, "0.931535+((1.40704e-05*x)-0.017464422323520436)" 
0, comb, down_correlated, 1, -2.4, 2.4, 70, 100, 0, 1, "0.931535+((1.40704e-05*x)-0.016481366145054081)" 
0, comb, down_correlated, 1, -2.4, 2.4, 100, 140, 0, 1, "0.931535+((1.40704e-05*x)-0.024408712467312757)" 
0, comb, down_correlated, 1, -2.4, 2.4, 140, 200, 0, 1, "0.931535+((1.40704e-05*x)-0.025431859884798541)" 
0, comb, down_correlated, 1, -2.4, 2.4, 200, 300, 0, 1, "0.931535+((1.40704e-05*x)-0.037114646665829795)" 
0, comb, down_correlated, 1, -2.4, 2.4, 300, 670, 0, 1, "0.931535+((1.40704e-05*x)-0.085495909916035354)" 
0, comb, down_correlated, 0, -2.4, 2.4, 30, 50, 0, 1, "0.931535+((1.40704e-05*x)-0.0068077141016324449)" 
0, comb, down_correlated, 0, -2.4, 2.4, 50, 70, 0, 1, "0.931535+((1.40704e-05*x)-0.0087322111617602182)" 
0, comb, down_correlated, 0, -2.4, 2.4, 70, 100, 0, 1, "0.931535+((1.40704e-05*x)-0.0082406830725270403)" 
0, comb, down_correlated, 0, -2.4, 2.4, 100, 140, 0, 1, "0.931535+((1.40704e-05*x)-0.012204356233656379)" 
0, comb, down_correlated, 0, -2.4, 2.4, 140, 200, 0, 1, "0.931535+((1.40704e-05*x)-0.012715929942399271)" 
0, comb, down_correlated, 0, -2.4, 2.4, 200, 300, 0, 1, "0.931535+((1.40704e-05*x)-0.018557323332914898)" 
0, comb, down_correlated, 0, -2.4, 2.4, 300, 670, 0, 1, "0.931535+((1.40704e-05*x)-0.042747954958017621)" 
0, comb, down_uncorrelated, 1, -2.4, 2.4, 30, 50, 0, 1, "0.931535+((1.40704e-05*x)-0.010359247268831501)" 
0, comb, down_uncorrelated, 1, -2.4, 2.4, 50, 70, 0, 1, "0.931535+((1.40704e-05*x)-0.010105844992849784)" 
0, comb, down_uncorrelated, 1, -2.4, 2.4, 70, 100, 0, 1, "0.931535+((1.40704e-05*x)-0.010139397785324052)" 
0, comb, down_uncorrelated, 1, -2.4, 2.4, 100, 140, 0, 1, "0.931535+((1.40704e-05*x)-0.012135093982223427)" 
0, comb, down_uncorrelated, 1, -2.4, 2.4, 140, 200, 0, 1, "0.931535+((1.40704e-05*x)-0.0099541258248005225)" 
0, comb, down_uncorrelated, 1, -2.4, 2.4, 200, 300, 0, 1, "0.931535+((1.40704e-05*x)-0.0120694573489743)" 
0, comb, down_uncorrelated, 1, -2.4, 2.4, 300, 670, 0, 1, "0.931535+((1.40704e-05*x)-0.025061518106092834)" 
0, comb, down_uncorrelated, 0, -2.4, 2.4, 30, 50, 0, 1, "0.931535+((1.40704e-05*x)-0.0051796236344157504)" 
0, comb, down_uncorrelated, 0, -2.4, 2.4, 50, 70, 0, 1, "0.931535+((1.40704e-05*x)-0.0050529224964248921)" 
0, comb, down_uncorrelated, 0, -2.4, 2.4, 70, 100, 0, 1, "0.931535+((1.40704e-05*x)-0.005069698892662026)" 
0, comb, down_uncorrelated, 0, -2.4, 2.4, 100, 140, 0, 1, "0.931535+((1.40704e-05*x)-0.0060675469911117136)" 
0, comb, down_uncorrelated, 0, -2.4, 2.4, 140, 200, 0, 1, "0.931535+((1.40704e-05*x)-0.0049770629124002612)" 
0, comb, down_uncorrelated, 0, -2.4, 2.4, 200, 300, 0, 1, "0.931535+((1.40704e-05*x)-0.0060347286744871498)" 
0, comb, down_uncorrelated, 0, -2.4, 2.4, 300, 670, 0, 1, "0.931535+((1.40704e-05*x)-0.012530759053046417)" 
0, comb, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.931535+(1.40704e-05*x))+0.01710829883813858" 
0, comb, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.931535+(1.40704e-05*x))+0.020177565515041351" 
0, comb, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.931535+(1.40704e-05*x))+0.019350524991750717" 
0, comb, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.931535+(1.40704e-05*x))+0.027258865535259247" 
0, comb, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.931535+(1.40704e-05*x))+0.027310512959957123" 
0, comb, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.931535+(1.40704e-05*x))+0.039027795195579529" 
0, comb, up, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.931535+(1.40704e-05*x))+0.089093379676342122" 
0, comb, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.931535+(1.40704e-05*x))+0.0085541494190692902" 
0, comb, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.931535+(1.40704e-05*x))+0.010088782757520676" 
0, comb, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.931535+(1.40704e-05*x))+0.0096752624958753586" 
0, comb, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.931535+(1.40704e-05*x))+0.013629432767629623" 
0, comb, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.931535+(1.40704e-05*x))+0.013655256479978561" 
0, comb, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.931535+(1.40704e-05*x))+0.019513897597789764" 
0, comb, up, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.931535+(1.40704e-05*x))+0.044546689838171005" 
0, comb, up_correlated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.931535+(1.40704e-05*x))+0.01361542820326489" 
0, comb, up_correlated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.931535+(1.40704e-05*x))+0.017464422323520436" 
0, comb, up_correlated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.931535+(1.40704e-05*x))+0.016481366145054081" 
0, comb, up_correlated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.931535+(1.40704e-05*x))+0.024408712467312757" 
0, comb, up_correlated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.931535+(1.40704e-05*x))+0.025431859884798541" 
0, comb, up_correlated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.931535+(1.40704e-05*x))+0.037114646665829795" 
0, comb, up_correlated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.931535+(1.40704e-05*x))+0.085495909916035354" 
0, comb, up_correlated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.931535+(1.40704e-05*x))+0.0068077141016324449" 
0, comb, up_correlated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.931535+(1.40704e-05*x))+0.0087322111617602182" 
0, comb, up_correlated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.931535+(1.40704e-05*x))+0.0082406830725270403" 
0, comb, up_correlated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.931535+(1.40704e-05*x))+0.012204356233656379" 
0, comb, up_correlated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.931535+(1.40704e-05*x))+0.012715929942399271" 
0, comb, up_correlated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.931535+(1.40704e-05*x))+0.018557323332914898" 
0, comb, up_correlated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.931535+(1.40704e-05*x))+0.042747954958017621" 
0, comb, up_uncorrelated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.931535+(1.40704e-05*x))+0.010359247268831501" 
0, comb, up_uncorrelated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.931535+(1.40704e-05*x))+0.010105844992849784" 
0, comb, up_uncorrelated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.931535+(1.40704e-05*x))+0.010139397785324052" 
0, comb, up_uncorrelated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.931535+(1.40704e-05*x))+0.012135093982223427" 
0, comb, up_uncorrelated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.931535+(1.40704e-05*x))+0.0099541258248005225" 
0, comb, up_uncorrelated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.931535+(1.40704e-05*x))+0.0120694573489743" 
0, comb, up_uncorrelated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.931535+(1.40704e-05*x))+0.025061518106092834" 
0, comb, up_uncorrelated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.931535+(1.40704e-05*x))+0.0051796236344157504" 
0, comb, up_uncorrelated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.931535+(1.40704e-05*x))+0.0050529224964248921" 
0, comb, up_uncorrelated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.931535+(1.40704e-05*x))+0.005069698892662026" 
0, comb, up_uncorrelated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.931535+(1.40704e-05*x))+0.0060675469911117136" 
0, comb, up_uncorrelated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.931535+(1.40704e-05*x))+0.0049770629124002612" 
0, comb, up_uncorrelated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.931535+(1.40704e-05*x))+0.0060347286744871498" 
0, comb, up_uncorrelated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.931535+(1.40704e-05*x))+0.012530759053046417" 
